id,age,income,home_ownership,employment_length,loan_intent,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_on_file,credit_history_length,loan_approval_status,max_allowed_loan
57204,22.0,39000,0,6,1,5000,15.7,0.13,1,3,1,37884
30929,23.0,36000,0,7,3,3500,7.9,0.1,0,3,1,37886
35279,21.0,38000,0,5,0,2000,7.05,0.05,0,2,1,37891
39663,21.0,38000,3,3,0,2000,7.51,0.05,0,4,1,37891
3695,22.0,38004,2,0,4,3900,7.51,0.1,0,4,1,37891
26311,24.0,41600,0,0,0,12000,10.62,0.29,0,3,1,37894
42137,28.0,29244,3,4,0,3000,9.25,0.1,0,9,1,37926
42386,27.0,29000,2,0,1,1200,7.4,0.04,0,10,1,37941
30409,37.0,21600,3,0,3,2000,8.94,0.09,0,14,1,37943
7465,25.0,39996,3,4,3,12000,9.99,0.3,0,2,1,37968
42484,32.0,30000,2,4,5,10000,7.88,0.33,0,6,1,37968
20461,26.0,40000,0,7,4,14000,7.49,0.35,0,2,1,37969
21028,26.0,40000,0,5,1,14000,7.49,0.35,0,3,1,37969
38307,26.0,40000,2,3,1,14000,12.69,0.35,0,2,1,37969
17429,22.0,50000,3,5,1,17000,11.71,0.34,0,4,1,37971
16942,24.0,39996,3,2,3,10000,13.11,0.25,0,2,1,37971
10752,31.0,30000,3,5,4,8500,10.75,0.28,0,10,1,37971
8780,25.0,40000,3,9,5,12000,12.42,0.3,0,2,1,37973
12364,25.0,40000,0,4,3,12000,12.18,0.3,0,4,1,37973
17619,25.0,40000,3,0,0,12000,10.38,0.3,0,4,1,37973
22368,25.0,40000,3,3,3,12000,9.91,0.3,0,3,1,37973
31826,25.0,40000,3,0,0,12000,10.59,0.3,0,2,1,37973
33215,25.0,40000,0,9,2,12000,7.49,0.3,0,3,1,37973
35879,25.0,40000,3,5,4,12000,7.49,0.3,0,2,1,37973
36749,25.0,40000,3,5,5,12000,9.91,0.3,0,3,1,37973
43766,25.0,40000,3,0,3,12000,10.59,0.3,0,3,1,37973
57342,25.0,40000,3,9,3,12000,13.16,0.3,1,4,1,37973
57949,25.0,40000,3,4,5,12000,10.38,0.3,0,3,1,37973
58416,25.0,40000,0,7,0,12000,10.25,0.3,0,3,1,37973
35252,23.0,39996,3,2,1,8000,7.51,0.2,0,2,1,37975
3294,25.0,38400,3,3,3,10000,10.38,0.26,0,3,1,37975
3302,25.0,38400,3,2,3,10000,10.99,0.26,0,3,1,37975
17112,25.0,38400,0,9,0,10000,9.99,0.26,0,4,1,37975
20341,25.0,38400,0,9,1,10000,13.98,0.26,1,3,1,37975
30013,25.0,38400,3,0,0,10000,7.29,0.26,0,3,1,37975
32326,25.0,38400,0,9,0,10000,10.38,0.26,0,2,1,37975
36628,25.0,38400,3,9,3,10000,15.62,0.26,1,2,1,37975
43636,25.0,38400,3,3,3,10000,14.22,0.26,1,3,1,37975
13001,30.0,30000,3,3,3,7000,11.49,0.24,0,10,1,37975
25464,30.0,30000,0,14,0,7000,7.51,0.23,0,9,1,37975
732,24.0,40000,3,4,5,10000,7.49,0.25,0,3,1,37976
4377,24.0,40000,3,2,0,10000,6.62,0.25,0,3,1,37976
6674,24.0,40000,3,2,3,10000,7.88,0.25,0,3,1,37976
11384,24.0,40000,0,6,5,10000,5.42,0.25,0,4,1,37976
20577,24.0,40000,3,8,0,10000,8.49,0.25,0,3,1,37976
22249,24.0,40000,0,3,3,10000,5.99,0.25,0,3,1,37976
29166,24.0,40000,3,3,4,10000,12.99,0.25,1,3,1,37976
31577,24.0,40000,3,5,1,10000,11.99,0.25,0,3,1,37976
33184,24.0,40000,3,5,5,10000,10.36,0.25,0,2,1,37976
35851,24.0,40000,3,3,3,10000,9.25,0.25,0,2,1,37976
36723,24.0,40000,3,8,1,10000,7.49,0.25,0,4,1,37976
36747,24.0,40000,3,6,3,10000,11.34,0.25,1,3,1,37976
37947,24.0,40000,3,0,1,10000,13.49,0.25,0,2,1,37976
39564,24.0,40000,3,0,1,10000,13.35,0.25,0,3,1,37976
41214,24.0,40000,0,5,0,10000,13.49,0.25,0,2,1,37976
44073,24.0,40000,0,8,1,10000,7.88,0.25,0,2,1,37976
47748,24.0,40000,3,8,1,10000,12.69,0.25,0,2,1,37976
53023,24.0,40000,3,0,4,10000,16.0,0.25,0,3,1,37976
53119,24.0,40000,2,4,5,10000,13.92,0.25,1,2,1,37976
55102,24.0,40000,3,1,3,10000,10.0,0.25,0,2,1,37976
55214,24.0,40000,3,4,5,10000,7.88,0.25,0,2,1,37976
56771,24.0,40000,3,0,5,10000,10.36,0.25,0,3,1,37976
57811,24.0,40000,3,5,3,10000,10.65,0.25,0,3,1,37976
50594,22.0,39996,0,6,1,6000,7.51,0.15,0,2,1,37979
6236,23.0,40000,3,5,5,8000,13.49,0.2,1,3,1,37979
6570,23.0,40000,3,4,3,8000,14.42,0.2,0,4,1,37979
7119,23.0,40000,2,6,1,8000,16.0,0.2,0,4,1,37979
13154,23.0,40000,2,3,4,8000,6.62,0.2,0,4,1,37979
23321,23.0,40000,3,0,1,8000,7.29,0.2,0,3,1,37979
32895,23.0,40000,3,3,1,8000,8.94,0.2,0,2,1,37979
32953,23.0,40000,3,2,4,8000,8.9,0.2,0,4,1,37979
42583,23.0,40000,3,5,0,8000,10.59,0.2,0,3,1,37979
53011,23.0,40000,3,1,1,8000,13.22,0.2,1,3,1,37979
53711,23.0,40000,3,1,1,8000,13.49,0.2,0,2,1,37979
55010,23.0,40000,2,3,5,8000,6.62,0.2,0,4,1,37979
57124,23.0,40000,3,2,1,8000,10.65,0.2,0,2,1,37979
31209,25.0,36000,3,2,0,7000,10.38,0.19,0,2,1,37979
43702,24.0,37000,3,2,3,6400,9.99,0.17,0,2,1,37981
1880,28.0,30000,3,2,1,4000,9.99,0.13,0,5,1,37982
38440,28.0,30000,3,1,3,4000,9.25,0.13,0,8,1,37982
119,22.0,40000,0,6,1,6000,11.49,0.15,0,2,1,37983
653,22.0,40000,3,0,1,6000,6.17,0.15,0,4,1,37983
3697,22.0,40000,2,6,4,6000,7.74,0.15,0,2,1,37983
4262,22.0,40000,0,6,1,6000,11.49,0.15,0,4,1,37983
7696,22.0,40000,3,0,4,6000,7.51,0.15,0,3,1,37983
8234,22.0,40000,3,2,4,6000,12.73,0.15,0,3,1,37983
9581,22.0,40000,3,3,1,6000,7.88,0.15,0,3,1,37983
13117,22.0,40000,3,6,0,6000,12.69,0.15,0,4,1,37983
17039,22.0,40000,3,6,1,6000,9.32,0.15,0,3,1,37983
20446,22.0,40000,3,2,1,6000,12.73,0.15,0,3,1,37983
20707,22.0,40000,3,2,0,6000,7.88,0.15,0,2,1,37983
21043,22.0,40000,0,3,5,6000,10.37,0.15,0,3,1,37983
21070,22.0,40000,0,6,3,6000,11.99,0.15,0,2,1,37983
21224,22.0,40000,3,3,1,6000,13.49,0.15,0,2,1,37983
25426,22.0,40000,3,2,1,6000,9.32,0.15,0,3,1,37983
25890,22.0,40000,0,6,5,6000,7.66,0.15,0,2,1,37983
26952,22.0,40000,3,1,5,6000,7.9,0.15,0,3,1,37983
29881,22.0,40000,0,5,3,6000,10.74,0.15,0,3,1,37983
31875,22.0,40000,0,2,3,6000,12.18,0.15,0,4,1,37983
32743,22.0,40000,3,4,1,6000,12.68,0.15,0,3,1,37983
34871,22.0,40000,0,0,1,6000,8.0,0.15,0,2,1,37983
38385,22.0,40000,0,2,3,6000,7.49,0.15,0,4,1,37983
41852,22.0,40000,3,1,4,6000,7.68,0.15,0,4,1,37983
44623,22.0,40000,3,2,4,6000,10.37,0.15,0,4,1,37983
47121,22.0,40000,3,0,3,6000,12.21,0.15,0,4,1,37983
47228,22.0,40000,3,2,0,6000,7.9,0.15,0,3,1,37983
47352,22.0,40000,0,2,1,6000,7.9,0.15,0,4,1,37983
47908,22.0,40000,3,2,1,6000,8.9,0.15,0,4,1,37983
6944,25.0,34000,3,8,3,4500,8.63,0.13,0,3,1,37983
18028,24.0,35000,3,4,0,4000,11.83,0.11,0,4,1,37985
35509,24.0,35000,3,0,5,4000,13.85,0.11,0,4,1,37985
50584,24.0,35000,0,3,3,4000,7.9,0.11,0,2,1,37985
3674,21.0,40000,3,5,5,4000,9.63,0.1,0,4,1,37987
10909,21.0,40000,3,2,3,4000,10.74,0.1,0,2,1,37987
11921,21.0,40000,3,2,5,4000,7.14,0.1,0,3,1,37987
33455,21.0,40000,3,0,3,4000,13.49,0.1,0,3,1,37987
36672,21.0,40000,3,4,0,4000,13.61,0.1,0,2,1,37987
38693,21.0,40000,0,5,1,4000,13.49,0.1,1,4,1,37987
45463,21.0,40000,0,5,4,4000,10.99,0.1,0,2,1,37987
54656,21.0,40000,0,5,3,4000,13.49,0.1,0,3,1,37987
56450,21.0,40000,3,4,5,4000,14.61,0.1,0,4,1,37987
10514,27.0,30000,3,2,3,2500,10.37,0.08,0,10,1,37987
5789,33.0,24000,2,0,3,1600,13.85,0.07,1,6,1,37987
17841,24.0,35004,3,0,5,4000,7.68,0.11,0,2,1,37990
18249,21.0,37500,3,5,4,1375,14.84,0.04,0,3,1,37992
17791,26.0,30000,3,1,5,1000,10.99,0.03,0,3,1,37992
21945,26.0,30000,0,2,0,1000,9.63,0.03,0,3,1,37992
1239,24.0,42000,3,0,4,12375,7.9,0.29,0,3,1,37998
2952,27.0,31200,3,2,0,4100,6.76,0.13,0,8,1,38003
50593,27.0,43000,0,1,2,20000,13.48,0.45,0,10,1,38012
42094,26.0,38500,0,2,2,12000,7.51,0.32,0,4,1,38022
26976,22.0,38400,3,5,0,4200,13.61,0.11,1,4,1,38026
941,23.0,37000,3,6,3,4500,5.42,0.12,0,4,1,38035
38526,24.0,35000,3,5,5,3950,8.49,0.11,0,4,1,38035
22999,24.0,35880,3,2,4,5000,7.51,0.14,0,4,1,38039
51410,32.0,28800,3,3,3,8000,6.99,0.28,0,7,1,38051
9550,24.0,38400,3,2,1,8000,14.72,0.21,0,3,1,38059
14447,21.0,47700,3,2,3,12000,11.99,0.25,0,2,1,38062
47874,24.0,43000,0,8,2,13500,7.49,0.31,0,2,1,38072
52679,24.0,43000,0,8,5,13500,7.88,0.33,0,2,1,38072
20055,27.0,36000,3,3,3,10500,10.65,0.29,0,7,1,38072
17377,24.0,38000,0,7,2,7500,13.99,0.2,0,4,1,38079
45371,24.0,38000,3,1,3,7500,12.53,0.2,0,2,1,38079
53839,24.0,38000,3,8,3,7500,5.99,0.19,0,3,1,38079
51458,22.0,41000,3,6,0,7000,13.49,0.17,0,3,1,38082
8579,23.0,38000,3,7,0,5600,13.23,0.15,1,2,1,38083
31726,21.0,42000,3,3,1,6000,9.62,0.14,0,2,1,38084
39863,21.0,42000,3,3,5,6000,10.99,0.14,0,4,1,38084
42772,21.0,42000,3,5,0,6000,9.99,0.14,0,3,1,38084
46963,21.0,42000,3,0,1,6000,12.69,0.14,0,4,1,38084
43068,22.0,46464,3,2,1,13000,12.18,0.28,0,2,1,38085
23138,26.0,32000,0,10,3,3500,11.97,0.11,0,2,1,38085
33752,33.0,24000,0,2,1,1500,9.63,0.06,0,5,1,38087
2004,30.0,26400,3,3,0,1500,14.22,0.06,0,8,1,38088
44836,22.0,36000,3,6,0,1500,12.53,0.04,1,2,1,38091
20287,39.0,21600,3,0,1,4000,9.99,0.19,0,16,1,38095
43642,28.0,31800,3,2,1,6400,7.51,0.2,0,6,1,38098
44928,27.0,31200,3,2,3,4000,14.35,0.13,0,6,1,38103
55971,24.0,42000,0,8,4,12250,12.73,0.29,0,3,1,38123
55319,25.0,35000,3,6,0,5600,10.71,0.16,0,3,1,38131
1333,22.0,45600,0,6,5,12000,11.58,0.26,0,3,1,38136
56296,23.0,38400,3,7,1,6000,7.51,0.16,0,4,1,38142
2378,28.0,33280,3,2,0,8400,11.89,0.25,0,6,1,38166
18798,27.0,36000,3,1,0,10400,13.49,0.29,1,5,1,38172
6883,25.0,38400,0,4,0,9800,11.48,0.26,0,3,1,38175
26659,26.0,33996,3,11,1,6000,8.0,0.18,0,4,1,38175
52109,36.0,24000,2,6,5,5000,10.62,0.21,0,17,1,38175
17038,26.0,35000,0,2,2,7300,12.69,0.21,0,3,1,38178
43772,30.0,28800,3,0,3,5000,10.0,0.17,0,8,1,38179
7005,22.0,42000,2,7,5,8000,11.12,0.19,0,2,1,38180
9829,22.0,42000,3,3,5,8000,16.29,0.19,0,2,1,38180
15493,22.0,42000,3,6,1,8000,11.48,0.19,0,3,1,38180
15742,22.0,42000,3,6,1,8000,12.42,0.19,0,4,1,38180
22184,22.0,42000,3,5,5,8000,11.49,0.19,0,4,1,38180
31410,22.0,42000,3,2,0,8000,12.53,0.19,0,3,1,38180
40658,22.0,42000,3,1,5,8000,13.22,0.19,1,2,1,38180
52636,22.0,42000,3,1,1,8000,13.22,0.19,1,3,1,38180
53025,22.0,42000,0,6,0,8000,6.76,0.19,0,4,1,38180
54423,22.0,42000,3,6,1,8000,13.47,0.19,1,4,1,38180
57056,22.0,42000,3,6,1,8000,15.23,0.19,0,3,1,38180
29860,26.0,34000,3,0,0,6000,9.99,0.18,0,2,1,38180
52759,26.0,34000,3,11,4,6000,15.21,0.18,0,4,1,38180
45411,34.0,26004,0,8,0,6000,12.99,0.23,0,5,1,38180
767,21.0,44000,0,5,1,8000,15.37,0.18,1,4,1,38181
25877,27.0,32000,3,3,3,5000,14.84,0.16,1,5,1,38181
50255,22.0,40000,3,8,1,5800,15.96,0.14,1,3,1,38183
4587,24.0,36000,3,0,5,5000,6.92,0.14,0,4,1,38183
9045,24.0,36000,3,3,5,5000,10.0,0.14,0,3,1,38183
16661,24.0,36000,3,1,3,5000,13.98,0.14,1,4,1,38183
17780,24.0,36000,3,2,0,5000,12.98,0.14,1,3,1,38183
20421,24.0,36000,0,0,5,5000,6.62,0.14,0,3,1,38183
30830,24.0,36000,3,4,5,5000,8.9,0.14,0,2,1,38183
38699,24.0,36000,3,0,1,5000,13.23,0.14,0,4,1,38183
40710,24.0,36000,3,8,1,5000,9.99,0.14,0,3,1,38183
18990,32.0,25000,3,15,3,1800,6.62,0.07,0,6,1,38186
8299,22.0,37000,3,2,1,2500,9.62,0.07,0,2,1,38189
33190,22.0,37000,3,2,1,2500,9.32,0.07,0,3,1,38189
16414,28.0,28000,3,5,1,1000,14.84,0.04,0,6,1,38191
18458,35.0,25280,0,5,1,6000,9.99,0.24,0,9,1,38213
42411,23.0,55000,0,4,2,25000,13.57,0.46,1,3,1,38214
326,25.0,41600,0,2,5,13750,10.83,0.32,0,2,1,38221
28427,22.0,38400,0,7,1,4000,6.99,0.1,0,3,1,38226
31321,22.0,38400,3,6,1,4000,13.49,0.1,0,3,1,38226
28330,25.0,37000,3,1,0,8000,10.51,0.22,0,4,1,38228
40939,21.0,45000,3,5,1,9000,5.79,0.2,0,2,1,38230
41832,33.0,25000,3,0,4,3000,8.9,0.12,0,7,1,38232
1919,25.0,33000,0,3,4,3000,10.65,0.09,0,4,1,38236
21820,25.0,33000,3,3,3,3000,13.06,0.09,0,3,1,38236
26485,25.0,33000,3,5,0,3000,10.0,0.09,0,2,1,38236
26869,25.0,33000,3,2,1,3000,8.0,0.09,0,4,1,38236
44752,25.0,33000,0,9,3,3000,7.9,0.09,0,2,1,38236
53904,25.0,33000,3,2,0,3000,5.79,0.09,0,3,1,38236
24728,23.0,35000,3,1,4,2000,10.99,0.06,0,2,1,38240
51690,23.0,38500,3,0,3,6000,7.51,0.16,0,3,1,38257
30391,31.0,34000,0,4,0,14400,7.88,0.45,0,9,1,38263
46929,26.0,40000,0,3,2,13700,9.91,0.33,0,2,1,38270
29621,29.0,34000,2,13,1,11000,10.99,0.34,0,7,1,38270
1454,23.0,42000,3,4,1,10000,13.98,0.24,0,4,1,38277
5705,23.0,42000,3,7,5,10000,7.49,0.24,0,4,1,38277
10345,23.0,42000,3,2,0,10000,10.95,0.24,0,3,1,38277
25098,23.0,42000,3,7,4,10000,6.03,0.24,0,4,1,38277
25834,23.0,42000,3,7,1,10000,7.49,0.24,0,3,1,38277
25958,23.0,42000,3,7,5,10000,9.96,0.24,0,2,1,38277
31589,23.0,42000,3,3,0,10000,10.37,0.24,0,3,1,38277
31971,23.0,42000,3,0,0,10000,10.37,0.24,0,2,1,38277
33697,23.0,42000,3,0,4,10000,5.42,0.24,0,2,1,38277
36268,23.0,42000,0,3,5,10000,5.99,0.24,0,4,1,38277
37161,23.0,42000,3,1,1,10000,12.87,0.24,0,2,1,38277
46376,23.0,42000,3,4,1,10000,10.99,0.24,0,4,1,38277
51660,23.0,42000,0,3,1,10000,7.49,0.24,0,2,1,38277
52329,23.0,42000,2,3,5,10000,10.99,0.24,0,2,1,38277
56240,23.0,42000,3,2,3,10000,11.11,0.24,0,4,1,38277
36703,22.0,43000,3,5,4,9000,14.84,0.21,0,2,1,38279
53777,24.0,36000,2,2,1,4900,6.17,0.13,0,4,1,38283
19801,22.0,38000,3,4,1,3500,10.75,0.09,0,4,1,38287
10703,22.0,37440,3,5,4,2875,13.04,0.07,1,2,1,38297
173,26.0,31200,3,3,1,2250,13.35,0.07,1,2,1,38298
13879,24.0,36100,3,3,0,5000,14.79,0.14,0,3,1,38303
5140,21.0,42504,3,5,5,6300,6.99,0.15,0,3,1,38313
49871,26.0,37200,0,4,1,10000,7.9,0.27,0,2,1,38334
1729,26.0,32000,3,5,3,3250,5.99,0.1,0,3,1,38335
7203,28.0,36000,0,0,1,12000,12.53,0.33,1,6,1,38369
10439,37.0,24000,3,1,1,6000,9.99,0.25,0,12,1,38371
40740,37.0,24000,3,5,3,6000,11.49,0.25,0,14,1,38371
49215,37.0,24000,3,0,4,6000,8.88,0.25,0,14,1,38371
41202,30.0,31200,3,14,4,8400,8.9,0.26,0,6,1,38373
14836,22.0,48000,0,3,3,14400,7.49,0.3,0,3,1,38374
20431,22.0,48000,0,7,3,14400,14.35,0.29,1,3,1,38374
11836,24.0,42000,3,8,0,12000,7.14,0.29,0,3,1,38374
25341,24.0,42000,3,2,3,12000,7.9,0.29,0,2,1,38374
40061,24.0,42000,0,2,5,12000,10.99,0.29,0,4,1,38374
43602,24.0,42000,3,3,5,12000,11.11,0.29,0,3,1,38374
44369,24.0,42000,3,0,4,12000,13.23,0.29,1,2,1,38374
9446,36.0,24000,0,5,3,4800,14.27,0.2,1,13,1,38375
49572,24.0,40000,3,3,4,9600,7.29,0.24,0,4,1,38376
54841,24.0,40000,3,1,3,9600,7.49,0.24,0,3,1,38376
41087,30.0,30000,3,5,4,6600,9.99,0.22,0,10,1,38376
57091,30.0,30000,3,4,4,6600,9.32,0.22,0,7,1,38376
8329,21.0,48000,3,0,5,12000,11.36,0.25,0,4,1,38377
25566,21.0,48000,3,5,4,12000,10.0,0.25,0,2,1,38377
49652,21.0,48000,3,5,0,12000,12.09,0.25,0,4,1,38377
3702,22.0,44000,3,6,1,10000,12.69,0.23,0,3,1,38378
24410,22.0,44000,3,7,0,10000,6.92,0.23,0,3,1,38378
4538,24.0,38000,2,0,3,7200,11.71,0.19,0,3,1,38380
45364,28.0,31000,3,5,0,5000,7.51,0.16,0,5,1,38380
5102,24.0,37000,3,1,5,6000,12.53,0.16,1,2,1,38381
10245,24.0,37000,2,5,1,6000,9.99,0.16,0,4,1,38381
31415,24.0,37000,3,2,3,6000,11.49,0.16,0,3,1,38381
25327,23.0,39480,2,7,1,7000,7.51,0.18,0,2,1,38383
8465,24.0,36000,2,5,5,4800,7.88,0.13,0,4,1,38383
22390,24.0,36000,0,3,1,4800,13.49,0.13,1,3,1,38383
51346,24.0,36000,0,8,3,4800,12.61,0.13,1,2,1,38383
51632,28.0,30000,3,1,3,3600,7.49,0.12,0,7,1,38383
388,22.0,40000,2,6,5,5600,7.9,0.14,0,4,1,38384
4082,22.0,40000,3,0,0,5600,12.69,0.14,0,4,1,38384
14024,22.0,40000,3,4,0,5600,10.0,0.14,0,4,1,38384
28453,22.0,40000,3,3,0,5600,13.85,0.14,0,2,1,38384
48250,22.0,40000,3,3,4,5600,10.75,0.14,0,2,1,38384
41481,24.0,35000,0,0,5,3600,14.61,0.1,0,3,1,38386
44531,21.0,40000,3,3,5,3600,16.29,0.09,0,4,1,38387
1371,23.0,36000,3,1,1,3000,10.99,0.09,0,4,1,38387
23593,23.0,36000,2,5,5,3000,7.51,0.09,0,3,1,38387
33133,23.0,36000,0,3,1,3000,7.51,0.08,0,2,1,38387
50480,23.0,36000,2,1,4,3000,10.0,0.08,0,2,1,38387
53275,23.0,36000,3,2,3,3000,7.49,0.08,0,4,1,38387
31522,24.0,34000,0,2,3,2400,7.4,0.07,0,4,1,38388
11041,22.0,42200,3,5,3,8000,9.32,0.19,0,4,1,38400
4999,37.0,23748,0,15,3,5500,11.03,0.24,0,12,1,38406
39095,34.0,26729,3,3,5,7000,7.9,0.27,0,6,1,38411
4078,23.0,48000,0,5,1,16750,16.49,0.35,0,3,1,38420
40273,26.0,34000,3,1,5,5750,10.75,0.17,0,4,1,38430
46643,25.0,33000,2,9,4,2800,9.99,0.09,0,2,1,38437
13526,23.0,35000,3,1,5,1800,13.22,0.05,1,4,1,38440
24721,23.0,35000,3,1,5,1800,11.11,0.05,0,3,1,38440
51862,22.0,46800,0,6,3,13000,10.37,0.3,0,2,1,38455
45837,22.0,45900,3,0,4,12000,13.79,0.26,0,3,1,38466
54745,26.0,35376,2,10,3,7500,12.73,0.21,1,2,1,38466
33510,30.0,30996,0,7,2,8000,10.39,0.26,0,8,1,38467
15068,23.0,48000,0,4,5,16700,12.61,0.37,1,3,1,38470
48478,31.0,30000,3,0,4,8000,7.74,0.27,0,9,1,38472
51300,31.0,30000,3,5,5,8000,15.33,0.27,0,9,1,38472
28981,53.0,26400,3,0,4,3500,7.9,0.13,0,26,1,38473
36484,21.0,50000,2,0,5,14000,6.92,0.28,0,2,1,38475
22408,25.0,38000,0,5,1,9000,7.14,0.24,0,4,1,38476
2337,30.0,30000,0,1,2,6500,13.85,0.22,0,6,1,38476
8045,30.0,30000,3,3,3,6500,9.88,0.22,0,9,1,38476
34568,30.0,30000,3,5,1,6500,10.37,0.22,0,9,1,38476
43798,22.0,45000,3,0,3,11000,7.51,0.24,0,3,1,38477
45204,22.0,45000,0,6,4,11000,5.79,0.24,0,2,1,38477
21667,26.0,35000,3,5,0,7000,10.65,0.2,0,2,1,38478
33802,26.0,35000,3,5,3,7000,9.99,0.2,0,4,1,38478
38133,26.0,35000,3,10,5,7000,12.69,0.2,0,2,1,38478
42672,26.0,35000,3,1,3,7000,12.99,0.2,1,2,1,38478
39591,22.0,43000,3,0,1,8800,14.27,0.2,0,4,1,38479
3014,29.0,30000,3,4,3,5000,11.99,0.17,0,5,1,38479
17687,29.0,30000,2,0,2,5000,12.53,0.17,1,9,1,38479
24543,29.0,30000,3,3,4,5000,13.72,0.17,1,10,1,38479
34209,29.0,30000,3,15,3,5000,7.14,0.17,0,9,1,38479
38998,29.0,30000,2,3,5,5000,13.99,0.17,0,6,1,38479
40482,29.0,30000,3,0,4,5000,7.74,0.17,0,5,1,38479
41833,29.0,30000,3,4,5,5000,13.16,0.17,0,10,1,38479
44558,29.0,30000,3,3,5,5000,12.53,0.17,0,8,1,38479
50899,29.0,30000,3,4,3,5000,7.9,0.17,0,9,1,38479
52922,29.0,30000,3,1,4,5000,13.72,0.17,0,9,1,38479
52924,29.0,30000,3,0,3,5000,5.42,0.17,0,8,1,38479
6991,35.0,24000,3,3,4,3500,7.29,0.15,0,7,1,38479
9766,23.0,40000,3,1,1,7500,13.49,0.19,0,4,1,38480
19957,23.0,40000,3,0,3,7500,10.71,0.19,0,2,1,38480
22591,23.0,40000,3,0,3,7500,10.33,0.18,0,4,1,38480
42990,23.0,40000,0,0,1,7500,5.79,0.19,0,2,1,38480
52129,23.0,40000,3,1,0,7500,5.79,0.19,0,3,1,38480
50573,25.0,38004,3,5,0,9000,7.88,0.24,0,2,1,38481
20915,23.0,38000,3,3,0,5200,13.49,0.14,0,2,1,38483
32548,23.0,38000,3,0,0,5200,14.65,0.14,1,3,1,38483
33039,23.0,42179,0,1,1,10000,11.11,0.24,0,4,1,38483
44521,23.0,38000,0,4,1,5200,10.37,0.14,0,3,1,38483
42722,28.0,30000,3,0,1,3500,14.65,0.12,1,8,1,38483
6562,22.0,40000,3,2,0,5500,7.88,0.14,0,2,1,38484
42720,22.0,40000,3,6,5,5500,8.32,0.14,0,3,1,38484
32493,24.0,35000,3,1,4,3500,7.29,0.1,0,2,1,38486
36212,24.0,35000,0,4,0,3500,7.14,0.1,0,2,1,38486
47764,24.0,35000,2,1,5,3500,12.69,0.1,0,4,1,38486
54074,24.0,35000,3,2,4,3500,7.88,0.1,0,4,1,38486
7321,21.0,40000,3,0,1,3500,12.18,0.09,0,2,1,38488
24096,21.0,40000,3,4,1,3500,8.0,0.09,0,2,1,38488
46125,21.0,40000,3,5,4,3500,13.23,0.09,1,4,1,38488
49847,21.0,40000,3,5,0,3500,9.63,0.09,0,4,1,38488
21666,27.0,30000,0,6,5,2000,12.99,0.07,1,7,1,38488
32204,22.0,43200,3,6,1,9000,13.49,0.21,1,3,1,38499
39255,22.0,43200,3,5,1,9000,14.54,0.21,0,4,1,38499
11567,27.0,31200,3,3,3,3600,12.53,0.12,0,6,1,38504
11933,31.0,29000,0,5,2,6400,12.68,0.22,0,6,1,38525
14480,24.0,44630,0,2,5,15000,16.0,0.33,1,3,1,38527
54613,27.0,33000,2,4,5,6000,7.9,0.18,0,6,1,38529
58468,27.0,33000,3,2,5,6000,13.23,0.18,0,9,1,38529
51452,25.0,35000,0,9,0,5200,10.37,0.15,0,3,1,38532
27703,24.0,40800,0,0,4,10400,11.71,0.25,0,4,1,38536
6352,21.0,39000,0,2,1,2400,11.89,0.06,0,3,1,38540
16251,23.0,38400,0,6,1,5600,7.88,0.15,0,2,1,38543
51958,29.0,33500,3,4,3,10000,13.49,0.3,1,8,1,38546
34142,22.0,44160,3,7,3,10000,12.21,0.23,0,3,1,38554
37244,22.0,44160,3,6,1,10000,11.86,0.23,0,2,1,38554
50912,21.0,52000,0,5,5,16000,7.9,0.31,0,4,1,38573
10806,27.0,36000,3,1,5,10000,14.27,0.28,1,5,1,38573
13818,27.0,36000,3,3,0,10000,7.51,0.28,0,6,1,38573
16029,27.0,36000,3,5,3,10000,9.99,0.28,0,7,1,38573
34728,27.0,36000,3,3,3,10000,12.42,0.28,0,8,1,38573
48666,27.0,36000,2,2,1,10000,16.29,0.28,1,7,1,38573
54899,27.0,36000,3,0,3,10000,7.88,0.28,0,8,1,38573
58319,27.0,36000,3,5,3,10000,10.36,0.28,0,7,1,38573
17323,23.0,44000,2,0,1,12000,7.88,0.27,0,2,1,38575
22920,23.0,44000,3,0,5,12000,8.88,0.27,0,3,1,38575
28011,23.0,44000,0,0,3,12000,12.18,0.27,0,3,1,38575
37055,23.0,44000,3,1,3,12000,8.94,0.27,0,2,1,38575
10602,24.0,38000,0,0,2,7000,10.96,0.19,0,3,1,38580
14455,22.0,42000,0,6,5,7600,8.94,0.18,0,2,1,38581
42499,26.0,32000,3,0,5,3000,5.42,0.09,0,4,1,38586
14549,27.0,32004,3,11,5,4600,7.51,0.15,0,7,1,38587
19164,21.0,40000,3,0,4,3400,7.51,0.09,0,4,1,38588
33012,24.0,33000,2,14,3,1000,5.42,0.03,0,3,1,38592
2085,22.0,36000,2,6,5,1000,5.42,0.03,0,2,1,38593
7932,22.0,36000,3,0,3,1000,13.22,0.03,0,3,1,38593
7377,28.0,29004,3,1,4,2000,10.99,0.07,0,7,1,38593
15664,22.0,47840,3,4,1,14000,14.42,0.3,0,3,1,38598
33383,25.0,38000,3,5,3,8875,12.42,0.23,0,4,1,38601
1542,24.0,33600,3,2,4,1700,11.12,0.05,0,3,1,38610
